Date,Price
2023-10-12,34.8
2023-10-15,35.79
2023-10-16,34.9
2023-10-17,35.77
2023-10-18,35.03
2023-10-19,36.66
2023-10-22,38.3
2023-10-23,37.4
2023-10-24,36.98
2023-10-25,37.46
2023-10-26,37.9
2023-10-29,37.72
2023-10-30,38.55
2023-10-31,38.12
2023-11-01,38.6
2023-11-02,39.19
2023-11-05,39.98
2023-11-06,39.72
2023-11-07,38.85
2023-11-08,39.0
2023-11-09,38.44
2023-11-12,37.35
2023-11-13,37.81
2023-11-14,37.01
2023-11-15,37.16
2023-11-16,37.83
2023-11-19,37.66
2023-11-20,37.3
2023-11-21,40.0
2023-11-22,40.65
2023-11-23,40.0
2023-11-26,39.67
2023-11-27,42.0
2023-11-28,41.65
2023-11-29,41.0
2023-11-30,40.48
2023-12-03,43.0
2023-12-04,42.94
2023-12-05,42.08
2023-12-06,40.58
2023-12-07,40.0
2023-12-10,39.0
2023-12-11,38.33
2023-12-12,38.0
2023-12-13,39.03
2023-12-14,39.0
2023-12-17,39.02
2023-12-18,39.89
2023-12-19,39.08
2023-12-20,38.96
2023-12-21,38.61
2023-12-24,36.83
2023-12-25,35.75
2023-12-26,36.33
2023-12-27,36.92
2023-12-28,37.16
2023-12-31,36.5
2024-01-02,38.4
2024-01-03,39.2
2024-01-04,38.85
2024-01-08,39.74
2024-01-09,40.0
2024-01-10,39.51
2024-01-11,38.97
2024-01-14,38.7
2024-01-15,38.38
2024-01-16,38.88
2024-01-17,39.39
2024-01-18,39.66
2024-01-21,40.4
2024-01-22,40.07
2024-01-23,39.6
2024-01-24,39.21
2024-01-28,39.52
2024-01-29,39.45
2024-01-30,40.05
2024-01-31,39.85
2024-02-01,40.98
2024-02-04,43.0
2024-02-05,42.3
2024-02-06,41.0
2024-02-07,41.0
2024-02-08,42.09
2024-02-11,41.7
2024-02-12,41.0
2024-02-13,42.0
2024-02-14,44.2
2024-02-15,47.39
2024-02-18,46.4
2024-02-19,45.8
2024-02-20,47.01
2024-02-21,48.4
2024-02-22,47.5
2024-02-25,47.39
2024-02-26,51.6
2024-02-27,52.01
2024-02-28,49.2
2024-02-29,48.0
2024-03-03,49.0
2024-03-04,48.63
2024-03-05,48.59
2024-03-06,47.08
2024-03-07,47.04
2024-03-10,49.99
2024-03-11,49.5
2024-03-12,48.13
2024-03-13,48.87
2024-03-14,48.5
2024-03-17,48.54
2024-03-18,47.43
2024-03-19,47.47
2024-03-20,49.35
2024-03-21,48.41
2024-03-24,47.58
2024-03-25,48.0
2024-03-26,47.57
2024-03-27,47.11
2024-03-28,46.0
2024-03-31,44.21
2024-04-01,44.14
2024-04-02,44.2
2024-04-03,43.1
2024-04-04,44.56
2024-04-07,43.25
2024-04-08,43.66
2024-04-15,44.17
2024-04-16,45.4
2024-04-17,46.75
2024-04-18,44.98
2024-04-21,44.7
2024-04-22,45.03
2024-04-23,43.18
2024-04-24,41.81
2024-04-28,38.0
2024-04-29,38.56
2024-04-30,34.55
2024-05-01,35.0
2024-05-02,35.97
2024-05-07,35.1
2024-05-08,34.49
2024-05-09,35.05
2024-05-12,33.99
2024-05-13,33.5
2024-05-14,33.8
2024-05-15,33.48
2024-05-16,35.12
2024-05-19,35.83
2024-05-20,36.72
2024-05-21,37.0
2024-05-22,37.78
2024-05-23,37.42
2024-05-26,37.24
2024-05-27,39.0
2024-05-28,39.0
2024-05-29,38.4
2024-05-30,38.01
2024-06-02,37.51
2024-06-03,37.12
2024-06-04,37.99
2024-06-05,37.27
2024-06-06,36.4
2024-06-09,36.09
2024-06-10,36.66
2024-06-11,36.05
2024-06-12,36.06
2024-06-13,36.47
2024-06-23,37.1
2024-06-24,37.25
2024-06-25,37.74
2024-06-26,38.38
2024-06-27,40.32
2024-07-01,41.36
2024-07-02,40.3
2024-07-03,39.6
2024-07-04,39.55
2024-07-07,39.33
2024-07-08,38.8
2024-07-09,38.51
2024-07-10,38.8
2024-07-14,39.0
2024-07-15,38.72
2024-07-16,38.55
2024-07-17,38.84
2024-07-18,39.6
2024-07-21,39.81
2024-07-22,39.99
2024-07-23,40.0
2024-07-24,39.48
2024-07-28,39.37
2024-07-29,39.04
2024-07-30,39.12
2024-07-31,39.14
2024-08-01,38.81
2024-08-04,37.85
2024-08-05,36.5
2024-08-06,36.62
2024-08-07,38.99
2024-08-08,38.38
2024-08-11,38.8
2024-08-12,37.85
2024-08-13,37.77
2024-08-14,37.54
2024-08-15,37.83
2024-08-18,37.7
2024-08-19,37.85
2024-08-20,38.18
2024-08-21,39.54
2024-08-22,39.5
2024-08-25,40.14
2024-08-26,40.5
2024-08-27,40.9
2024-08-28,41.07
2024-08-29,40.92
2024-09-01,40.99
2024-09-02,40.99
2024-09-03,41.9
2024-09-04,41.98
2024-09-05,41.7
2024-09-08,40.97
2024-09-09,41.45
2024-09-10,42.36
2024-09-11,42.7
2024-09-12,42.87
2024-09-16,42.97
2024-09-17,43.0
2024-09-18,43.4
2024-09-19,43.0
2024-09-22,45.11
2024-09-23,45.8
2024-09-24,46.94
2024-09-25,46.4
2024-09-26,47.13
2024-09-29,48.03
2024-09-30,49.06
2024-10-01,49.5
2024-10-02,49.1
2024-10-03,49.95
2024-10-07,49.04
2024-10-08,48.49
2024-10-09,48.9
2024-10-10,49.52
2024-10-13,49.0
2024-10-14,49.66
2024-10-15,49.28
2024-10-16,53.48
2024-10-17,54.0
2024-10-20,52.7
2024-10-21,52.82
2024-10-22,52.64
2024-10-23,52.32
2024-10-24,49.0
2024-10-27,49.0
2024-10-28,49.0
2024-10-29,49.0
2024-10-30,48.03
2024-10-31,47.97
2024-11-03,48.33
2024-11-04,47.94
2024-11-05,47.49
2024-11-06,47.62
2024-11-07,48.0
2024-11-10,48.08
2024-11-11,48.1
2024-11-12,47.8
2024-11-13,48.15
2024-11-14,48.11
2024-11-17,48.13
2024-11-18,47.8
2024-11-19,47.47
2024-11-20,47.1
2024-11-21,47.2
2024-11-24,46.5
2024-11-25,46.13
2024-11-26,45.85
2024-11-27,45.21
2024-11-28,44.41
2024-12-01,45.53
2024-12-02,45.17
2024-12-03,45.1
2024-12-04,44.84
2024-12-05,44.76
2024-12-08,44.51
2024-12-09,44.67
2024-12-10,44.5
2024-12-11,46.46
2024-12-12,46.4
2024-12-15,46.02
2024-12-16,45.8
2024-12-17,45.42
2024-12-18,45.29
2024-12-19,44.49
2024-12-22,44.8
2024-12-23,45.0
2024-12-24,44.11
2024-12-25,44.21
2024-12-26,44.24
2024-12-29,44.0
2024-12-30,43.82
2024-12-31,45.91
2025-01-02,46.11
2025-01-05,46.18
2025-01-06,45.54
2025-01-08,45.0
2025-01-09,46.2
2025-01-12,45.9
2025-01-13,45.66
2025-01-14,45.24
2025-01-15,45.12
2025-01-16,46.06
2025-01-19,47.55
2025-01-20,47.68
2025-01-21,46.82
2025-01-22,46.16
2025-01-23,45.84
2025-01-26,46.02
2025-01-27,45.67
2025-01-28,45.38
2025-01-29,45.08
2025-01-30,44.52
2025-02-02,45.21
2025-02-03,44.59
2025-02-04,44.55
2025-02-05,44.66
2025-02-06,44.78
2025-02-09,44.91
2025-02-10,44.65
2025-02-11,44.02
2025-02-12,45.12
2025-02-13,45.56
2025-02-16,47.12
2025-02-17,47.46
2025-02-18,47.86
2025-02-19,47.87
2025-02-20,47.06
2025-02-23,47.08
2025-02-24,47.51
2025-02-25,47.05
2025-02-26,47.14
2025-02-27,47.61
2025-03-02,47.57
2025-03-03,48.38
2025-03-04,48.5
2025-03-05,48.5
2025-03-06,48.5
2025-03-09,49.88
2025-03-10,49.6
2025-03-11,49.5
2025-03-12,50.0
2025-03-13,50.2
2025-03-16,49.38
2025-03-17,48.5
2025-03-18,49.7
2025-03-19,49.5
2025-03-20,50.0
2025-03-23,50.5
2025-03-24,50.97
2025-03-25,50.57
2025-03-26,50.99
2025-03-27,50.63
2025-04-03,50.49
2025-04-06,50.0
2025-04-07,50.05
2025-04-08,50.05
2025-04-09,50.0
2025-04-10,50.99
2025-04-13,51.53
2025-04-14,51.3
2025-04-15,51.02
2025-04-16,50.7
2025-04-17,50.26
2025-04-22,48.03
2025-04-23,49.02
2025-04-27,49.99
2025-04-28,50.49
2025-04-29,50.35
2025-04-30,51.53
2025-05-04,51.06
2025-05-05,51.63
2025-05-06,51.33
2025-05-07,50.46
2025-05-08,49.71
2025-05-11,51.08
2025-05-12,50.65
2025-05-13,50.78
2025-05-14,50.56
2025-05-15,49.97
2025-05-18,49.69
2025-05-19,49.59
2025-05-20,49.58
2025-05-21,48.85
2025-05-22,49.18
2025-05-25,50.5
2025-05-26,51.18
2025-05-27,51.46
2025-05-28,51.1
2025-05-29,51.01
2025-06-01,50.65
2025-06-02,50.11
2025-06-03,50.7
2025-06-04,50.11
2025-06-10,50.24
2025-06-11,50.38
2025-06-12,50.0
2025-06-15,47.48
2025-06-16,48.57
2025-06-17,47.5
2025-06-18,48.02
2025-06-19,47.3
2025-06-22,48.03
2025-06-23,48.34
2025-06-24,49.11
2025-06-25,51.03
2025-06-29,50.64
2025-06-30,50.58
2025-07-01,51.01
2025-07-02,50.81
2025-07-06,50.91
2025-07-07,52.34
2025-07-09,53.29
2025-07-10,52.47
2025-07-13,52.51
2025-07-14,53.56
2025-07-15,53.25
2025-07-16,52.8
2025-07-17,52.99
2025-07-20,52.59
2025-07-21,52.33
2025-07-22,51.96
2025-07-23,51.81
2025-07-27,52.59
2025-07-28,51.68
2025-07-29,51.77
2025-07-30,50.89
2025-07-31,50.98
2025-08-03,50.32
2025-08-04,51.1
2025-08-05,51.25
2025-08-06,50.31
2025-08-07,51.06
2025-08-10,52.8
2025-08-11,52.2
2025-08-12,52.24
2025-08-13,52.03
2025-08-14,52.3
2025-08-17,53.54
2025-08-18,55.59
2025-08-19,55.73
2025-08-20,54.0
2025-08-21,53.62
2025-08-24,53.86
2025-08-25,53.49
2025-08-26,53.24
2025-08-27,54.0
2025-08-28,54.7
2025-08-31,53.87
2025-09-01,54.0
2025-09-02,54.0
2025-09-03,54.0
2025-09-07,63.5
2025-09-08,61.01
2025-09-09,59.3
2025-09-10,62.0
2025-09-11,61.45
2025-09-14,64.0
2025-09-15,67.02
2025-09-16,64.7
2025-09-17,64.7
2025-09-18,64.1
2025-09-21,63.1
2025-09-22,63.5
2025-09-23,61.77
2025-09-24,63.97
2025-09-25,66.5
2025-09-28,66.01
2025-09-29,67.6
2025-09-30,66.26
2025-10-01,66.46
2025-10-02,65.41
2025-10-05,65.44
2025-10-06,66.81
2025-10-07,67.51
2025-10-08,68.21
2025-10-12,67.5
2025-10-13,69.25
2025-10-14,70.8
2025-10-15,72.5
2025-10-16,73.41
2025-10-19,73.8
2025-10-20,79.0
2025-10-21,83.67
2025-10-22,82.74
2025-10-23,80.04
2025-10-26,82.0
2025-10-27,82.0
2025-10-28,79.39
2025-10-29,79.5
2025-10-30,78.94
2025-11-02,78.21
2025-11-03,79.72
2025-11-04,77.87
2025-11-05,76.01
2025-11-06,78.0
2025-11-09,78.2
2025-11-10,79.61
2025-11-11,78.51
2025-11-12,77.87
2025-11-13,77.6
2025-11-16,76.2
2025-11-17,76.7
2025-11-18,75.51
2025-11-19,74.01
2025-11-20,73.89
2025-11-23,72.68
2025-11-24,72.98
2025-11-25,71.17
2025-11-26,69.64
2025-11-27,69.9
2025-11-30,69.99
2025-12-01,70.5
2025-12-02,72.06
2025-12-03,72.42
2025-12-04,70.6
2025-12-07,70.44
2025-12-08,69.81
2025-12-09,71.39
2025-12-10,70.99
2025-12-11,70.93
2025-12-14,71.61
2025-12-15,74.58
2025-12-16,74.05
2025-12-17,73.09
2025-12-18,72.04
2025-12-21,72.08
2025-12-22,72.72
2025-12-23,73.7
2025-12-24,73.52
2025-12-25,74.04
2025-12-28,76.23
2025-12-29,78.65
2025-12-30,78.0
2025-12-31,77.5
2026-01-04,77.9
2026-01-05,78.04
2026-01-06,78.98
2026-01-08,80.0
2026-01-11,80.97
2026-01-12,79.0
2026-01-13,77.61
2026-01-14,77.08
2026-01-15,76.37
2026-01-18,77.19
2026-01-19,78.89
2026-01-20,78.9
2026-01-21,79.99
2026-01-22,78.25
2026-01-25,77.5
2026-01-26,79.45
2026-01-27,78.5
2026-01-28,77.41
2026-02-01,79.48
2026-02-02,78.5
2026-02-03,81.1
2026-02-04,83.0
2026-02-05,83.73
2026-02-08,85.5
2026-02-09,83.4
2026-02-10,83.28
2026-02-11,83.89
2026-02-12,83.08
2026-02-15,82.76
2026-02-16,82.75
2026-02-17,85.5
2026-02-18,85.89
2026-02-19,82.99
2026-02-22,81.05
2026-02-23,82.01
2026-02-24,81.56
2026-02-25,79.09
2026-02-26,79.01
2026-03-01,78.0
2026-03-02,78.2
2026-03-03,78.11
2026-03-04,79.82
2026-03-05,79.17
2026-03-08,81.5
2026-03-09,80.74
2026-03-10,80.27
2026-03-11,81.53
2026-03-12,80.79
2026-03-15,79.53
2026-03-16,78.53
2026-03-17,80.26
2026-03-18,80.0
2026-03-24,78.9
2026-03-25,79.01
2026-03-26,78.31
2026-03-29,79.0
2026-03-30,77.54
2026-03-31,77.76
2026-04-01,78.47
2026-04-02,79.0
2026-04-05,79.34
2026-04-06,81.3
2026-04-07,80.55
2026-04-08,82.0
2026-04-09,83.62
2026-04-12,83.62
2026-04-14,85.8
2026-04-15,86.15
2026-04-16,85.01
2026-04-19,84.96
2026-04-20,87.35
2026-04-21,87.0
2026-04-22,86.18
2026-04-23,85.89
2026-04-26,86.48
2026-04-27,86.49
2026-04-28,84.5
2026-04-29,85.26
2026-04-30,84.95
2026-05-03,85.65
2026-05-04,86.0
2026-05-05,86.7
2026-05-06,87.4
2026-05-10,89.6
2026-05-11,89.49
2026-05-12,89.94
2026-05-13,91.89
2026-05-14,91.88
2026-05-17,89.67
2026-05-18,86.25
2026-05-19,86.96
2026-05-20,84.7
2026-05-21,84.8
2026-05-24,84.61
2026-05-25,84.33
2026-06-01,86.5
2026-06-02,86.92
2026-06-03,86.86
2026-06-04,88.0
2026-06-07,86.6
2026-06-08,86.6
2026-06-09,86.45
2026-06-10,85.51
2026-06-11,84.58
2026-06-14,84.5
2026-06-15,84.02
2026-06-16,84.0
2026-06-17,84.2
2026-06-21,89.0
2026-06-22,89.7
2026-06-23,87.37
2026-06-24,88.48
2026-06-25,88.5
2026-06-28,85.22
2026-06-29,84.69
2026-06-30,87.39
2026-07-01,88.21
2026-07-05,88.87
2026-07-06,88.0
2026-07-07,87.49
2026-07-08,87.0
2026-07-09,86.09
2026-07-12,86.07
2026-07-13,85.8
2026-07-14,86.47
2026-07-15,88.31
2026-07-16,88.97
2026-07-19,90.88
2026-07-20,91.05
2026-07-21,90.7
2026-07-22,91.5
2026-07-26,90.1
2026-07-27,92.8
2026-07-28,93.4
2026-07-29,96.5
2026-07-30,104.0
2026-08-02,124.8
2026-08-03,149.76
2026-08-04,134.3
2026-08-05,130.0
2026-08-06,130.05
